Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,STTag,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2094 ALBANY POST ROAD MONTROSE, NY (41.244518, -73.9261)"
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4100 WEST THIRD STREET DAYTON, OH (39.749383, -84.253134)"
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,Not Available,4,1 - The number of cases/patients is too few to report.,01/01/2017,12/31/2017,"100 EMANCIPATION DRIVE HAMPTON, VA (37.018442, -76.330855)"
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,Not Available,3,1 - The number of cases/patients is too few to report.,01/01/2017,12/31/2017,"4815 N. ASSEMBLY STREET SPOKANE, WA (47.702535, -117.475567)"
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,4014573042,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,97,381,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"830 CHALKSTONE AVENUE PROVIDENCE, RI (41.833915, -71.434938)"
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"500 FOOTHILL BLVD. SALT LAKE CITY, UT (40.758438, -111.841375)"
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2300 RAMSEY STREET FAYETTEVILLE, NC (35.089013, -78.878476)"
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"109 BEE STREET CHARLESTON, SC (32.785313, -79.953355)"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2360 E. PERSHING BLVD. CHEYENNE, WY (41.1457, -104.785544)"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2094 ALBANY POST ROAD MONTROSE, NY (41.244518, -73.9261)"
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,8004498729,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,671,670,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"10 CALLE CASIA SAN JUAN, PR (18.391963, -66.080443)"
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1030 JEFFERSON AVENUE MEMPHIS, TN (35.142527, -90.025951)"
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1540 SPRING VALLEY ROAD HUNTINGTON, WV (38.384145, -82.517504)"
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,7407731141,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"17273 STATE ROUTE 104 CHILLICOTHE, OH (39.390327, -83.012669)"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2094 ALBANY POST ROAD MONTROSE, NY (41.244518, -73.9261)"
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017,"6010 AMARILLO BLVD. WEST AMARILLO, TX (35.203175, -101.905207)"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2094 ALBANY POST ROAD MONTROSE, NY (41.244518, -73.9261)"
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,197,314,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"1601 BRENNER AVENUE SALISBURY, NC (35.683593, -80.486145)"
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,3076721675,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1898 FORT ROAD SHERIDAN, WY (44.829532, -106.988868)"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1011 HONOR HEIGHTS DRIVE MUSKOGEE, OK (35.765237, -95.413756)"
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM CITY,5409822463,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,86,367,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"1970 ROANOKE BOULEVARD SALEM, VA (37.276804, -80.021604)"
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"10701 EAST BLVD CLEVELAND, OH (41.51251, -81.613526)"
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,6053363230,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2501 WEST 22ND STREET SIOUX FALLS, SD (43.532823, -96.754913)"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"921 NE 13TH STREET OKLAHOMA CITY, OK (35.482408, -97.495568)"
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,275,269,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"10701 EAST BLVD CLEVELAND, OH (41.51251, -81.613526)"
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM CITY,5409822463,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1970 ROANOKE BOULEVARD SALEM, VA (37.276804, -80.021604)"
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1100 TUNNEL ROAD ASHEVILLE, NC (35.587106, -82.485056)"
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"6439 GARNERS FERRY ROAD COLUMBIA, SC (33.979149, -80.960977)"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"79 MIDDLEVILLE ROAD NORTHPORT, NY (40.899003, -73.306124)"
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4100 WEST THIRD STREET DAYTON, OH (39.749383, -84.253134)"
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"130 WEST KINGSBRIDGE ROAD BRONX, NY (40.868985, -73.902909)"
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,7407731141,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"17273 STATE ROUTE 104 CHILLICOTHE, OH (39.390327, -83.012669)"
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,6158676000,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"3400 LEBANON PIKE MURFREESBORO, TN (35.910519, -86.383787)"
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,6053363230,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,165,270,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"2501 WEST 22ND STREET SIOUX FALLS, SD (43.532823, -96.754913)"
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,8022959363,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,64,286,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"163 VETERANS DRIVE WHITE RIVER JUNCTION, VT (43.645876, -72.34186)"
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4100 WEST THIRD STREET DAYTON, OH (39.749383, -84.253134)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"500 EAST VETERANS STREET TOMAH, WI (44.001108, -90.49392)"
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,67,285,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"510 BUTLER AVE. MARTINSBURG, WV (39.415543, -77.914109)"
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,2147428387,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,79,607,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"4500 S. LANCASTER ROAD DALLAS, TX (32.694165, -96.792971)"
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,90,308,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"1601 BRENNER AVENUE SALISBURY, NC (35.683593, -80.486145)"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,96,288,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"2094 ALBANY POST ROAD MONTROSE, NY (41.244518, -73.9261)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2907 PLEASANT VALLEY BOULEVARD ALTOONA, PA (40.488667, -78.398533)"
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2907 PLEASANT VALLEY BOULEVARD ALTOONA, PA (40.488667, -78.398533)"
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3900 WOODLAND AVENUE PHILADELPHIA, PA (39.949643, -75.200386)"
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,7137947100,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2002 HOLCOMBE BLVD. HOUSTON, TX (29.706565, -95.388512)"
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,0,15,,01/01/2017,12/31/2017,"10701 EAST BLVD CLEVELAND, OH (41.51251, -81.613526)"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1011 HONOR HEIGHTS DRIVE MUSKOGEE, OK (35.765237, -95.413756)"
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,100,335,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"5000 W. NATIONAL AVENUE MILWAUKEE, WI (43.019558, -87.976053)"
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,7188366600,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"800 POLY PLACE BROOKLYN, NY (40.609461, -74.02437)"
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,7188366600,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"800 POLY PLACE BROOKLYN, NY (40.609461, -74.02437)"
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1540 SPRING VALLEY ROAD HUNTINGTON, WV (38.384145, -82.517504)"
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,7012323241,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2101 ELM STREET FARGO, ND (46.906445, -96.776868)"
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"510 BUTLER AVE. MARTINSBURG, WV (39.415543, -77.914109)"
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,6158676000,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"3400 LEBANON PIKE MURFREESBORO, TN (35.910519, -86.383787)"
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"5000 W. NATIONAL AVENUE MILWAUKEE, WI (43.019558, -87.976053)"
50030F,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1660 S. COLUMBIAN WAY SEATTLE, WA (47.561986, -122.311032)"
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,228,400,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"1540 SPRING VALLEY ROAD HUNTINGTON, WV (38.384145, -82.517504)"
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3200 VINE STREET CINCINNATI, OH (39.137762, -84.509485)"
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"113 COMANCHE ROAD FORT MEADE, SD (44.412816, -103.478243)"
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"135 EAST 38TH STREET ERIE, PA (42.102954, -80.064715)"
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,7137947100,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2002 HOLCOMBE BLVD. HOUSTON, TX (29.706565, -95.388512)"
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,2106175300,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"7400 MERTON MINTER BLVD. SAN ANTONIO, TX (29.506888, -98.578929)"
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,79,292,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"2300 RAMSEY STREET FAYETTEVILLE, NC (35.089013, -78.878476)"
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,225,692,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"3710 SW US VETERANS HOSPITAL PORTLAND, OR (45.496307, -122.683586)"
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"130 WEST KINGSBRIDGE ROAD BRONX, NY (40.868985, -73.902909)"
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,7012323241,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2101 ELM STREET FARGO, ND (46.906445, -96.776868)"
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3900 WOODLAND AVENUE PHILADELPHIA, PA (39.949643, -75.200386)"
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1111 EAST END BOULEVARD WILKES-BARRE, PA (41.248299, -75.83691)"
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,3154254400,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,359,438,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"800 IRVING AVE. SYRACUSE, NY (43.038832, -76.138151)"
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,250,411,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"1100 TUNNEL ROAD ASHEVILLE, NC (35.587106, -82.485056)"
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"113 COMANCHE ROAD FORT MEADE, SD (44.412816, -103.478243)"
